customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,TRUE,2006-02-14,49:45.7,1
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,TRUE,2006-02-14,49:45.7,1
61,2,Katherine,Rivera,katherine.rivera@sakilacustomer.org,65,TRUE,2006-02-14,49:45.7,1
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,TRUE,2006-02-14,49:45.7,1
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,TRUE,2006-02-14,49:45.7,1
64,2,Judith,Cox,judith.cox@sakilacustomer.org,68,TRUE,2006-02-14,49:45.7,0
65,2,Rose,Howard,rose.howard@sakilacustomer.org,69,TRUE,2006-02-14,49:45.7,1
66,2,Janice,Ward,janice.ward@sakilacustomer.org,70,TRUE,2006-02-14,49:45.7,1
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,TRUE,2006-02-14,49:45.7,1
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,TRUE,2006-02-14,49:45.7,1
69,2,Judy,Gray,judy.gray@sakilacustomer.org,73,TRUE,2006-02-14,49:45.7,1
70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74,TRUE,2006-02-14,49:45.7,1
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,TRUE,2006-02-14,49:45.7,1
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,TRUE,2006-02-14,49:45.7,1
73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77,TRUE,2006-02-14,49:45.7,1
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,TRUE,2006-02-14,49:45.7,1
75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79,TRUE,2006-02-14,49:45.7,1
76,2,Irene,Price,irene.price@sakilacustomer.org,80,TRUE,2006-02-14,49:45.7,1
77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81,TRUE,2006-02-14,49:45.7,1
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,TRUE,2006-02-14,49:45.7,1
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,TRUE,2006-02-14,49:45.7,1
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,TRUE,2006-02-14,49:45.7,1
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,TRUE,2006-02-14,49:45.7,1
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,TRUE,2006-02-14,49:45.7,1
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,TRUE,2006-02-14,49:45.7,1
84,2,Sara,Perry,sara.perry@sakilacustomer.org,88,TRUE,2006-02-14,49:45.7,1
85,2,Anne,Powell,anne.powell@sakilacustomer.org,89,TRUE,2006-02-14,49:45.7,1
86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90,TRUE,2006-02-14,49:45.7,1
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,TRUE,2006-02-14,49:45.7,1
88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92,TRUE,2006-02-14,49:45.7,1
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,TRUE,2006-02-14,49:45.7,1
90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94,TRUE,2006-02-14,49:45.7,1
91,2,Lois,Butler,lois.butler@sakilacustomer.org,95,TRUE,2006-02-14,49:45.7,1
92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96,TRUE,2006-02-14,49:45.7,1
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,TRUE,2006-02-14,49:45.7,1
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,TRUE,2006-02-14,49:45.7,1
95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99,TRUE,2006-02-14,49:45.7,1
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,TRUE,2006-02-14,49:45.7,1
97,2,Annie,Russell,annie.russell@sakilacustomer.org,101,TRUE,2006-02-14,49:45.7,1
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,TRUE,2006-02-14,49:45.7,1
99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103,TRUE,2006-02-14,49:45.7,1
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,TRUE,2006-02-14,49:45.7,1
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,TRUE,2006-02-14,49:45.7,1
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,TRUE,2006-02-14,49:45.7,1
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,TRUE,2006-02-14,49:45.7,1
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,TRUE,2006-02-14,49:45.7,1
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,TRUE,2006-02-14,49:45.7,1
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,TRUE,2006-02-14,49:45.7,1
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,TRUE,2006-02-14,49:45.7,1
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,TRUE,2006-02-14,49:45.7,1
109,2,Edna,West,edna.west@sakilacustomer.org,113,TRUE,2006-02-14,49:45.7,1
110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114,TRUE,2006-02-14,49:45.7,1
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,TRUE,2006-02-14,49:45.7,1
112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116,TRUE,2006-02-14,49:45.7,1
113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117,TRUE,2006-02-14,49:45.7,1
114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118,TRUE,2006-02-14,49:45.7,1
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,TRUE,2006-02-14,49:45.7,1
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,TRUE,2006-02-14,49:45.7,1
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,TRUE,2006-02-14,49:45.7,1
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,TRUE,2006-02-14,49:45.7,1
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,TRUE,2006-02-14,49:45.7,1
120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124,TRUE,2006-02-14,49:45.7,1
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,TRUE,2006-02-14,49:45.7,1
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,TRUE,2006-02-14,49:45.7,1
123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,TRUE,2006-02-14,49:45.7,1
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,TRUE,2006-02-14,49:45.7,0
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,TRUE,2006-02-14,49:45.7,1
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,TRUE,2006-02-14,49:45.7,1
127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131,TRUE,2006-02-14,49:45.7,1
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,TRUE,2006-02-14,49:45.7,1
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,TRUE,2006-02-14,49:45.7,1
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,TRUE,2006-02-14,49:45.7,1
131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135,TRUE,2006-02-14,49:45.7,1
132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136,TRUE,2006-02-14,49:45.7,1
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,TRUE,2006-02-14,49:45.7,1
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,TRUE,2006-02-14,49:45.7,1
135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,TRUE,2006-02-14,49:45.7,1
136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,TRUE,2006-02-14,49:45.7,1
137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141,TRUE,2006-02-14,49:45.7,1
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,TRUE,2006-02-14,49:45.7,1
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,TRUE,2006-02-14,49:45.7,1
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,TRUE,2006-02-14,49:45.7,1
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,TRUE,2006-02-14,49:45.7,1
142,1,April,Burns,april.burns@sakilacustomer.org,146,TRUE,2006-02-14,49:45.7,1
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,TRUE,2006-02-14,49:45.7,1
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,TRUE,2006-02-14,49:45.7,1
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,TRUE,2006-02-14,49:45.7,1
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,TRUE,2006-02-14,49:45.7,1
147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151,TRUE,2006-02-14,49:45.7,1
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,TRUE,2006-02-14,49:45.7,1
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,TRUE,2006-02-14,49:45.7,1
150,2,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154,TRUE,2006-02-14,49:45.7,1
151,2,Megan,Palmer,megan.palmer@sakilacustomer.org,155,TRUE,2006-02-14,49:45.7,1
152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,TRUE,2006-02-14,49:45.7,1
153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157,TRUE,2006-02-14,49:45.7,1
154,2,Michele,Grant,michele.grant@sakilacustomer.org,158,TRUE,2006-02-14,49:45.7,1
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,TRUE,2006-02-14,49:45.7,1
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,TRUE,2006-02-14,49:45.7,1
157,2,Darlene,Rose,darlene.rose@sakilacustomer.org,161,TRUE,2006-02-14,49:45.7,1
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,TRUE,2006-02-14,49:45.7,1
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,TRUE,2006-02-14,49:45.7,1
160,2,Erin,Dunn,erin.dunn@sakilacustomer.org,164,TRUE,2006-02-14,49:45.7,1
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,TRUE,2006-02-14,49:45.7,1
162,2,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166,TRUE,2006-02-14,49:45.7,1
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,TRUE,2006-02-14,49:45.7,1
164,2,Joann,Gardner,joann.gardner@sakilacustomer.org,168,TRUE,2006-02-14,49:45.7,1
165,2,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169,TRUE,2006-02-14,49:45.7,1
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,TRUE,2006-02-14,49:45.7,1
167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171,TRUE,2006-02-14,49:45.7,1
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,TRUE,2006-02-14,49:45.7,1
169,2,Erica,Matthews,erica.matthews@sakilacustomer.org,173,TRUE,2006-02-14,49:45.7,0
170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,TRUE,2006-02-14,49:45.7,1
171,2,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175,TRUE,2006-02-14,49:45.7,1
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,TRUE,2006-02-14,49:45.7,1
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,TRUE,2006-02-14,49:45.7,1
174,2,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178,TRUE,2006-02-14,49:45.7,1
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,TRUE,2006-02-14,49:45.7,1
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,TRUE,2006-02-14,49:45.7,1
177,2,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181,TRUE,2006-02-14,49:45.7,1
178,2,Marion,Snyder,marion.snyder@sakilacustomer.org,182,TRUE,2006-02-14,49:45.7,1
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,TRUE,2006-02-14,49:45.7,1
180,2,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184,TRUE,2006-02-14,49:45.7,1
181,2,Ana,Bradley,ana.bradley@sakilacustomer.org,185,TRUE,2006-02-14,49:45.7,1
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,TRUE,2006-02-14,49:45.7,1
183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,187,TRUE,2006-02-14,49:45.7,1
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,TRUE,2006-02-14,49:45.7,1
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,TRUE,2006-02-14,49:45.7,1
186,2,Holly,Fox,holly.fox@sakilacustomer.org,190,TRUE,2006-02-14,49:45.7,1
187,2,Brittany,Riley,brittany.riley@sakilacustomer.org,191,TRUE,2006-02-14,49:45.7,1
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,TRUE,2006-02-14,49:45.7,1
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,TRUE,2006-02-14,49:45.7,1
190,2,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194,TRUE,2006-02-14,49:45.7,1
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,TRUE,2006-02-14,49:45.7,1
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,TRUE,2006-02-14,49:45.7,1
193,2,Katie,Elliott,katie.elliott@sakilacustomer.org,197,TRUE,2006-02-14,49:45.7,1
194,2,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198,TRUE,2006-02-14,49:45.7,1
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,TRUE,2006-02-14,49:45.7,1
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,TRUE,2006-02-14,49:45.7,1
197,2,Sue,Peters,sue.peters@sakilacustomer.org,201,TRUE,2006-02-14,49:45.7,1
198,2,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202,TRUE,2006-02-14,49:45.7,1
199,2,Beth,Franklin,beth.franklin@sakilacustomer.org,203,TRUE,2006-02-14,49:45.7,1
200,2,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204,TRUE,2006-02-14,49:45.7,1
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,TRUE,2006-02-14,49:45.7,1
202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206,TRUE,2006-02-14,49:45.7,1
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,TRUE,2006-02-14,49:45.7,1
204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208,TRUE,2006-02-14,49:45.7,1
205,2,Eileen,Carr,eileen.carr@sakilacustomer.org,209,TRUE,2006-02-14,49:45.7,1
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,TRUE,2006-02-14,49:45.7,1
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,TRUE,2006-02-14,49:45.7,1
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,TRUE,2006-02-14,49:45.7,1
209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213,TRUE,2006-02-14,49:45.7,1
210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,214,TRUE,2006-02-14,49:45.7,1
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,TRUE,2006-02-14,49:45.7,1
212,2,Wilma,Richards,wilma.richards@sakilacustomer.org,216,TRUE,2006-02-14,49:45.7,1
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,TRUE,2006-02-14,49:45.7,1
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,TRUE,2006-02-14,49:45.7,1
215,2,Jessie,Banks,jessie.banks@sakilacustomer.org,219,TRUE,2006-02-14,49:45.7,1
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,TRUE,2006-02-14,49:45.7,1
217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221,TRUE,2006-02-14,49:45.7,1
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,TRUE,2006-02-14,49:45.7,1
219,2,Willie,Howell,willie.howell@sakilacustomer.org,223,TRUE,2006-02-14,49:45.7,1
220,2,Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,224,TRUE,2006-02-14,49:45.7,1
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,TRUE,2006-02-14,49:45.7,1
222,2,Delores,Hansen,delores.hansen@sakilacustomer.org,226,TRUE,2006-02-14,49:45.7,1
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,TRUE,2006-02-14,49:45.7,1
224,2,Pearl,Garza,pearl.garza@sakilacustomer.org,228,TRUE,2006-02-14,49:45.7,1
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,TRUE,2006-02-14,49:45.7,1
226,2,Maureen,Little,maureen.little@sakilacustomer.org,230,TRUE,2006-02-14,49:45.7,1
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,TRUE,2006-02-14,49:45.7,1
228,2,Allison,Stanley,allison.stanley@sakilacustomer.org,232,TRUE,2006-02-14,49:45.7,1
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,TRUE,2006-02-14,49:45.7,1
230,2,Joy,George,joy.george@sakilacustomer.org,234,TRUE,2006-02-14,49:45.7,1
231,1,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235,TRUE,2006-02-14,49:45.7,1
232,2,Constance,Reid,constance.reid@sakilacustomer.org,236,TRUE,2006-02-14,49:45.7,1
233,2,Lillie,Kim,lillie.kim@sakilacustomer.org,237,TRUE,2006-02-14,49:45.7,1
234,1,Claudia,Fuller,claudia.fuller@sakilacustomer.org,238,TRUE,2006-02-14,49:45.7,1
235,1,Jackie,Lynch,jackie.lynch@sakilacustomer.org,239,TRUE,2006-02-14,49:45.7,1
236,1,Marcia,Dean,marcia.dean@sakilacustomer.org,240,TRUE,2006-02-14,49:45.7,1
237,1,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,241,TRUE,2006-02-14,49:45.7,1
238,1,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242,TRUE,2006-02-14,49:45.7,1
239,2,Minnie,Romero,minnie.romero@sakilacustomer.org,243,TRUE,2006-02-14,49:45.7,1
240,1,Marlene,Welch,marlene.welch@sakilacustomer.org,244,TRUE,2006-02-14,49:45.7,1
241,2,Heidi,Larson,heidi.larson@sakilacustomer.org,245,TRUE,2006-02-14,49:45.7,0
242,1,Glenda,Frazier,glenda.frazier@sakilacustomer.org,246,TRUE,2006-02-14,49:45.7,1
243,1,Lydia,Burke,lydia.burke@sakilacustomer.org,247,TRUE,2006-02-14,49:45.7,1
244,2,Viola,Hanson,viola.hanson@sakilacustomer.org,248,TRUE,2006-02-14,49:45.7,1
245,1,Courtney,Day,courtney.day@sakilacustomer.org,249,TRUE,2006-02-14,49:45.7,1
246,1,Marian,Mendoza,marian.mendoza@sakilacustomer.org,250,TRUE,2006-02-14,49:45.7,1
247,1,Stella,Moreno,stella.moreno@sakilacustomer.org,251,TRUE,2006-02-14,49:45.7,1
248,1,Caroline,Bowman,caroline.bowman@sakilacustomer.org,252,TRUE,2006-02-14,49:45.7,1
249,2,Dora,Medina,dora.medina@sakilacustomer.org,253,TRUE,2006-02-14,49:45.7,1
250,2,Jo,Fowler,jo.fowler@sakilacustomer.org,254,TRUE,2006-02-14,49:45.7,1
251,2,Vickie,Brewer,vickie.brewer@sakilacustomer.org,255,TRUE,2006-02-14,49:45.7,1
252,2,Mattie,Hoffman,mattie.hoffman@sakilacustomer.org,256,TRUE,2006-02-14,49:45.7,1
253,1,Terry,Carlson,terry.carlson@sakilacustomer.org,258,TRUE,2006-02-14,49:45.7,1
254,2,Maxine,Silva,maxine.silva@sakilacustomer.org,259,TRUE,2006-02-14,49:45.7,1
255,2,Irma,Pearson,irma.pearson@sakilacustomer.org,260,TRUE,2006-02-14,49:45.7,1
256,2,Mabel,Holland,mabel.holland@sakilacustomer.org,261,TRUE,2006-02-14,49:45.7,1
257,2,Marsha,Douglas,marsha.douglas@sakilacustomer.org,262,TRUE,2006-02-14,49:45.7,1
258,1,Myrtle,Fleming,myrtle.fleming@sakilacustomer.org,263,TRUE,2006-02-14,49:45.7,1
259,2,Lena,Jensen,lena.jensen@sakilacustomer.org,264,TRUE,2006-02-14,49:45.7,1
260,1,Christy,Vargas,christy.vargas@sakilacustomer.org,265,TRUE,2006-02-14,49:45.7,1
261,1,Deanna,Byrd,deanna.byrd@sakilacustomer.org,266,TRUE,2006-02-14,49:45.7,1
262,2,Patsy,Davidson,patsy.davidson@sakilacustomer.org,267,TRUE,2006-02-14,49:45.7,1
263,1,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,268,TRUE,2006-02-14,49:45.7,1
